doc_id,level,quarter,week,book_title,review_status,n_vocab,n_ox,n_qa,n_essay,b1_unknown,b2_empty,b3_label_as_question,b4_dup_order,b5_font_broken,w1_table_noconfig,w2_rows_int,w3_reading_type_odd,w4_reading_type_null,w5_missing_parts,w6_no_cover_message,n_images,n_images_linked,grade,blockers
L7-Q4-W02,L7,4분기(인문예술),2,청소년을 위한 주제로 보는 조선왕조실록,pending,0,0,7,1,0,0,0,0,14,0,0,0,7,2,0,4,0,needs_review,
L7-Q4-W03,L7,4분기(인문예술),3,세계사 추리반,pending,0,0,8,1,3,0,0,0,17,0,0,0,8,2,0,4,0,unusable,B1
L7-Q4-W04,L7,4분기(인문예술),4,세계사 추리반,pending,0,0,9,1,1,0,1,1,7,0,0,0,9,2,0,1,0,unusable,B1;B3;B4
L7-Q4-W06,L7,4분기(인문예술),6,하멜표류기,pending,0,0,12,1,4,0,0,0,16,0,0,0,12,2,0,2,0,unusable,B1
L7-Q4-W07,L7,4분기(인문예술),7,건축가 아빠가 들려주는 건축 이야기,pending,0,0,7,1,1,0,0,0,3,0,0,0,7,2,0,5,0,unusable,B1
L7-Q4-W08,L7,4분기(인문예술),8,건축가 아빠가 들려주는 건축 이야기,pending,0,0,8,1,0,0,0,0,3,1,0,0,8,2,0,4,0,needs_review,
L7-Q4-W09,L7,4분기(인문예술),9,예술에 대한 여덟 가지 답변의 역사,pending,0,0,8,1,2,0,0,0,0,0,0,0,8,2,0,5,0,unusable,B1
L7-Q4-W10,L7,4분기(인문예술),10,예술에 대한 여덟 가지 답변의 역사,pending,0,0,7,1,0,0,0,0,1,0,0,0,7,2,0,7,0,needs_review,
L7-Q4-W11,L7,4분기(인문예술),11,플라톤의 국가 정의를 꿈꾸다,pending,0,0,10,1,1,0,0,0,7,0,0,0,10,2,0,4,0,unusable,B1
L7-Q4-W12,L7,4분기(인문예술),12,플라톤의 국가 정의를 꿈꾸다,pending,0,0,10,1,2,0,0,0,15,1,0,0,10,2,0,6,0,unusable,B1
L7-Q4-W13,L7,4분기(인문예술),13,14살에 처음 만나는 동양철학자들,pending,0,0,9,1,0,0,0,1,12,0,0,0,9,2,0,3,0,unusable,B4
L8-Q1-W01,L8,1분기(고전),1,변신,pending,0,0,8,1,0,0,0,0,7,2,0,0,8,2,0,3,0,needs_review,
L8-Q1-W02,L8,1분기(고전),2,이방인,pending,0,0,9,1,1,0,0,0,6,0,0,0,9,2,0,1,0,unusable,B1
L8-Q1-W03,L8,1분기(고전),3,이방인,pending,0,0,8,1,0,0,0,0,3,0,0,0,8,2,0,1,0,needs_review,
L8-Q1-W04,L8,1분기(고전),4,호밀밭의 파수꾼,pending,0,0,9,1,0,0,0,0,2,1,0,0,9,2,0,1,0,needs_review,
L8-Q1-W05,L8,1분기(고전),5,호밀밭의 파수꾼,pending,0,0,9,1,0,0,0,0,4,1,0,0,9,2,0,1,0,needs_review,
L8-Q1-W06,L8,1분기(고전),6,야간비행,pending,0,0,7,1,0,0,0,0,12,1,0,0,7,2,0,2,0,needs_review,
L8-Q1-W07,L8,1분기(고전),7,아Q정전,pending,0,0,7,1,0,0,0,0,8,2,0,0,7,2,0,1,0,needs_review,
L8-Q1-W08,L8,1분기(고전),8,아Q정전,pending,0,0,9,1,1,0,0,0,4,0,0,0,9,2,0,1,0,unusable,B1
L8-Q1-W09,L8,1분기(고전),9,도련님,pending,0,0,8,1,0,0,0,0,3,0,0,0,8,2,0,1,0,needs_review,
L8-Q1-W10,L8,1분기(고전),10,도련님,pending,0,0,8,1,1,0,0,0,4,0,0,0,8,2,0,1,0,unusable,B1
L8-Q1-W11,L8,1분기(고전),11,1984,pending,0,0,7,1,0,0,0,0,5,1,0,0,7,2,0,2,0,needs_review,
L8-Q1-W12,L8,1분기(고전),12,1984,pending,0,0,6,1,0,0,0,0,3,0,0,0,6,2,0,1,0,needs_review,
L8-Q2-W05,L8,2분기(탐구),5,탐정이 된 과학자들,pending,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,needs_review,
L8-Q2-W06,L8,2분기(탐구),6,탐정이 된 과학자들 (연장),pending,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,needs_review,
L8-Q2-W10,L8,2분기(탐구),10,십 대를 위한 영화 속 우주 인문학 특강,pending,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,needs_review,
L8-Q2-W11,L8,2분기(탐구),11,십 대를 위한 영화 속 우주 인문학 특강 (연장),pending,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,needs_review,
L8-Q2-W13,L8,2분기(탐구),13,통계 모르고 뉴스 볼 수 있어?,pending,6,0,8,1,3,0,0,0,9,2,0,0,8,1,0,7,0,unusable,B1
L8-Q3-W06,L8,3분기(문학),6,한국 단편소설선,pending,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,needs_review,
L8-Q3-W07,L8,3분기(문학),7,한국 단편소설선 (연장),pending,1,0,7,1,0,0,0,0,8,0,0,0,7,1,0,2,0,needs_review,
L8-Q4-W01,L8,4분기(인문예술),1,미술관에 가고 싶어지는 미술책,pending,0,0,9,1,1,0,0,1,1,1,0,1,0,2,0,8,0,unusable,B1;B4
L8-Q4-W02,L8,4분기(인문예술),2,전쟁으로 읽는 한국사,pending,0,0,9,1,2,0,0,2,6,2,0,0,0,2,0,5,0,unusable,B1;B4
L8-Q4-W07,L8,4분기(인문예술),7,조선 사람들의 근대생활 탐구,pending,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,needs_review,
L8-Q4-W08,L8,4분기(인문예술),8,"세계사, 최대한 쉽게 설명해 드립니다",pending,0,0,9,1,2,0,0,0,3,1,0,0,0,2,0,7,0,unusable,B1
L8-Q4-W09,L8,4분기(인문예술),9,"세계사, 최대한 쉽게 설명해 드립니다",pending,0,0,8,1,1,0,0,0,4,1,0,0,0,2,0,7,0,unusable,B1
L8-Q4-W10,L8,4분기(인문예술),10,유토피아,pending,0,0,8,1,0,0,0,0,3,5,0,0,0,2,0,6,0,needs_review,
L8-Q4-W11,L8,4분기(인문예술),11,유토피아,pending,0,0,9,1,0,0,0,0,0,0,0,0,0,2,0,2,0,needs_review,
L8-Q4-W12,L8,4분기(인문예술),12,파놉티콘,pending,0,0,20,1,12,0,9,6,0,0,0,0,0,2,0,4,0,unusable,B1;B3;B4
L9-Q1-W03,L9,1분기(고전),3,젊은 베르테르의 슬픔,pending,0,0,9,1,0,0,0,1,400,0,0,0,9,2,0,1,0,unusable,B4;B5
L9-Q1-W04,L9,1분기(고전),4,멋진 신세계,pending,0,0,9,1,0,0,0,0,5,3,0,0,9,2,0,4,0,needs_review,
L9-Q1-W05,L9,1분기(고전),5,멋진 신세계,pending,0,0,9,1,1,0,0,0,8,1,0,0,9,2,0,4,0,unusable,B1
L9-Q1-W06,L9,1분기(고전),6,데미안,pending,0,0,8,1,0,0,0,0,6,1,0,0,8,2,0,5,0,needs_review,
L9-Q1-W07,L9,1분기(고전),7,데미안,pending,0,0,8,1,0,0,0,0,3,2,0,0,8,2,0,4,0,needs_review,
L9-Q1-W08,L9,1분기(고전),8,처음 읽는 월든,pending,0,0,9,1,0,0,0,0,2,1,0,0,9,2,0,4,0,needs_review,
L9-Q1-W09,L9,1분기(고전),9,처음 읽는 월든,pending,0,0,9,1,0,0,0,0,3,0,0,0,9,2,0,3,0,needs_review,
L9-Q1-W10,L9,1분기(고전),10,페테르부르크 이야기,pending,0,0,9,1,0,0,0,0,3,1,0,0,9,2,0,8,0,needs_review,
L9-Q1-W11,L9,1분기(고전),11,페스트,pending,0,0,8,1,1,0,0,0,10,2,0,0,8,2,0,5,0,unusable,B1
L9-Q1-W12,L9,1분기(고전),12,페스트,pending,0,0,8,1,0,0,0,0,8,0,0,0,8,2,0,4,0,needs_review,
L9-Q2-W04,L9,2분기(탐구),4,10대를 위한 세계 분쟁지역 이야기 (연장),pending,0,0,10,1,3,0,0,3,4,0,0,0,0,2,0,6,0,unusable,B1;B4
L9-Q2-W13,L9,2분기(탐구),13,미래세대를 위한 의료 기술 문해력,pending,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,needs_review,
L9-Q3-W01,L9,3분기(문학),1,한국 대표 단편문학선 1,pending,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,needs_review,
L9-Q3-W02,L9,3분기(문학),2,한국 대표 단편문학선 2,pending,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,needs_review,
L9-Q3-W06,L9,3분기(문학),6,열하일기: 삶과 문명의 눈부신 비전,pending,0,0,9,1,0,0,0,0,13,2,0,0,9,2,0,4,0,needs_review,
L9-Q3-W07,L9,3분기(문학),7,열하일기: 삶과 문명의 눈부신 비전,pending,0,0,16,1,8,0,6,4,8,1,0,0,16,2,0,4,0,unusable,B1;B3;B4
L9-Q3-W08,L9,3분기(문학),8,만세전 / 두 파산,pending,0,0,8,1,0,0,0,0,4,0,0,0,8,2,0,6,0,needs_review,
L9-Q3-W09,L9,3분기(문학),9,만세전 / 두 파산,pending,0,0,10,1,0,0,0,0,14,0,0,0,10,2,0,3,0,needs_review,
L9-Q3-W10,L9,3분기(문학),10,독 짓는 늙은이: 황순원 단편선,pending,0,0,10,1,0,0,0,0,6,1,0,0,10,2,0,6,0,needs_review,
L9-Q3-W11,L9,3분기(문학),11,독 짓는 늙은이: 황순원 단편선,pending,0,0,10,1,0,0,0,0,0,0,0,0,10,2,0,5,0,needs_review,
L9-Q3-W12,L9,3분기(문학),12,신경림의 시인을 찾아서 1,pending,0,0,8,1,0,0,0,0,4,0,0,0,8,2,0,6,0,needs_review,
L9-Q3-W13,L9,3분기(문학),13,신경림의 시인을 찾아서 1,pending,0,0,10,1,1,0,0,0,2,3,0,0,10,2,0,2,0,unusable,B1
L9-Q4-W01,L9,4분기(인문예술),1,벤담 & 싱어: 매사에 공평하라,pending,0,0,8,1,0,0,0,0,52,2,0,0,8,2,0,1,0,needs_review,
L9-Q4-W02,L9,4분기(인문예술),2,벤담 & 싱어: 매사에 공평하라,pending,0,0,7,1,0,0,0,0,7,1,0,0,7,2,0,1,0,needs_review,
L9-Q4-W07,L9,4분기(인문예술),7,공정하다는 착각,pending,0,0,7,1,0,0,0,0,300,0,0,0,7,2,0,2,0,unusable,B5
L9-Q4-W08,L9,4분기(인문예술),8,공정하다는 착각,pending,0,0,7,1,0,0,0,0,275,1,0,0,7,2,0,2,0,unusable,B5
L9-Q4-W09,L9,4분기(인문예술),9,군주론,pending,0,0,11,1,0,0,0,0,6,2,0,0,11,2,0,3,0,needs_review,
